Benchmark Problem,Sampling Scheme,Dimensionality [  ],Number of Samples [  ],d-APE (0-perc) [  ],d-APE (5-perc) [  ],d-APE (10-perc) [  ],d-APE (20-perc) [  ],d-APE (25-perc) [  ],d-APE (40-perc) [  ],d-APE (50-perc) [  ],d-APE (60-perc) [  ],d-APE (75-perc) [  ],d-APE (80-perc) [  ],d-APE (90-perc) [  ],d-APE (95-perc) [  ],d-APE (100-perc) [  ],Surrogate Efficiency [  ]
rastrigin,simple random,2,5,0.027857743526007044,0.027857743526007044,0.027857743526007044,0.027857743526007044,0.027857743526007044,0.027857743526007044,0.027857743526007044,0.027857743526007044,0.027857743526007044,0.027857743526007044,0.027857743526007044,0.027857743526007044,0.027857743526007044,0.9396086612477946
rastrigin,simple random,2,5,0.10234061586416952,0.10234061586416952,0.10234061586416952,0.10234061586416952,0.10234061586416952,0.10234061586416952,0.10234061586416952,0.10234061586416952,0.10234061586416952,0.10234061586416952,0.10234061586416952,0.10234061586416952,0.10234061586416952,0.7954553397142144
rastrigin,simple random,2,5,0.8538900963517219,0.8538900963517219,0.8538900963517219,0.8538900963517219,0.8538900963517219,0.8538900963517219,0.8538900963517219,0.8538900963517219,0.8538900963517219,0.8538900963517219,0.8538900963517219,0.8538900963517219,0.8538900963517219,0.14817573651336413
rastrigin,simple random,2,5,0.1861082897496365,0.1861082897496365,0.1861082897496365,0.1861082897496365,0.1861082897496365,0.1861082897496365,0.1861082897496365,0.1861082897496365,0.1861082897496365,0.1861082897496365,0.1861082897496365,0.1861082897496365,0.1861082897496365,0.6595808067373392
rastrigin,simple random,2,5,0.33256279430050256,0.33256279430050256,0.33256279430050256,0.33256279430050256,0.33256279430050256,0.33256279430050256,0.33256279430050256,0.33256279430050256,0.33256279430050256,0.33256279430050256,0.33256279430050256,0.33256279430050256,0.33256279430050256,0.47538369843928246
rastrigin,simple random,2,5,0.8501931502137856,0.8501931502137856,0.8501931502137856,0.8501931502137856,0.8501931502137856,0.8501931502137856,0.8501931502137856,0.8501931502137856,0.8501931502137856,0.8501931502137856,0.8501931502137856,0.8501931502137856,0.8501931502137856,0.14940572637280605
rastrigin,simple random,2,5,0.7742157295344644,0.7742157295344644,0.7742157295344644,0.7742157295344644,0.7742157295344644,0.7742157295344644,0.7742157295344644,0.7742157295344644,0.7742157295344644,0.7742157295344644,0.7742157295344644,0.7742157295344644,0.7742157295344644,0.1770719732570044
rastrigin,simple random,2,5,0.6285676946425306,0.6285676946425306,0.6285676946425306,0.6285676946425306,0.6285676946425306,0.6285676946425306,0.6285676946425306,0.6285676946425306,0.6285676946425306,0.6285676946425306,0.6285676946425306,0.6285676946425306,0.6285676946425306,0.24523947577716004
rastrigin,simple random,2,5,1.040591216473553,1.040591216473553,1.040591216473553,1.040591216473553,1.040591216473553,1.040591216473553,1.040591216473553,1.040591216473553,1.040591216473553,1.040591216473553,1.040591216473553,1.040591216473553,1.040591216473553,0.09760440076014064
rastrigin,simple random,2,5,0.22198082386056112,0.22198082386056112,0.22198082386056112,0.22198082386056112,0.22198082386056112,0.22198082386056112,0.22198082386056112,0.22198082386056112,0.22198082386056112,0.22198082386056112,0.22198082386056112,0.22198082386056112,0.22198082386056112,0.6087398904093784
rastrigin,simple random,2,6,0.22138907272431804,0.22138907272431804,0.22138907272431804,0.22138907272431804,0.22138907272431804,0.22138907272431804,0.22138907272431804,0.22138907272431804,0.22138907272431804,0.22138907272431804,0.22138907272431804,0.22138907272431804,0.22138907272431804,0.581415132908038
rastrigin,simple random,2,6,0.28392692521169277,0.28392692521169277,0.28392692521169277,0.28392692521169277,0.28392692521169277,0.28392692521169277,0.28392692521169277,0.28392692521169277,0.28392692521169277,0.28392692521169277,0.28392692521169277,0.28392692521169277,0.28392692521169277,0.4988368996809144
rastrigin,simple random,2,6,0.12523296983688997,0.12523296983688997,0.12523296983688997,0.12523296983688997,0.12523296983688997,0.12523296983688997,0.12523296983688997,0.12523296983688997,0.12523296983688997,0.12523296983688997,0.12523296983688997,0.12523296983688997,0.12523296983688997,0.7358294776491704
rastrigin,simple random,2,6,0.7807307639193288,0.7807307639193288,0.7807307639193288,0.7807307639193288,0.7807307639193288,0.7807307639193288,0.7807307639193288,0.7807307639193288,0.7807307639193288,0.7807307639193288,0.7807307639193288,0.7807307639193288,0.7807307639193288,0.14772660188757983
rastrigin,simple random,2,6,0.34445527099857365,0.34445527099857365,0.34445527099857365,0.34445527099857365,0.34445527099857365,0.34445527099857365,0.34445527099857365,0.34445527099857365,0.34445527099857365,0.34445527099857365,0.34445527099857365,0.34445527099857365,0.34445527099857365,0.4300990907841158
rastrigin,simple random,2,6,0.11753507331521902,0.11753507331521902,0.11753507331521902,0.11753507331521902,0.11753507331521902,0.11753507331521902,0.11753507331521902,0.11753507331521902,0.11753507331521902,0.11753507331521902,0.11753507331521902,0.11753507331521902,0.11753507331521902,0.749835854926687
rastrigin,simple random,2,6,0.10490335590361105,0.10490335590361105,0.10490335590361105,0.10490335590361105,0.10490335590361105,0.10490335590361105,0.10490335590361105,0.10490335590361105,0.10490335590361105,0.10490335590361105,0.10490335590361105,0.10490335590361105,0.10490335590361105,0.7733993855645026
rastrigin,simple random,2,6,0.09349511472513045,0.09349511472513045,0.09349511472513045,0.09349511472513045,0.09349511472513045,0.09349511472513045,0.09349511472513045,0.09349511472513045,0.09349511472513045,0.09349511472513045,0.09349511472513045,0.09349511472513045,0.09349511472513045,0.7953163455708261
rastrigin,simple random,2,6,0.03806488898915148,0.03806488898915148,0.03806488898915148,0.03806488898915148,0.03806488898915148,0.03806488898915148,0.03806488898915148,0.03806488898915148,0.03806488898915148,0.03806488898915148,0.03806488898915148,0.03806488898915148,0.03806488898915148,0.9109752453535142
rastrigin,simple random,2,6,0.05878898368326194,0.05878898368326194,0.05878898368326194,0.05878898368326194,0.05878898368326194,0.05878898368326194,0.05878898368326194,0.05878898368326194,0.05878898368326194,0.05878898368326194,0.05878898368326194,0.05878898368326194,0.05878898368326194,0.8658851395582845
rastrigin,simple random,2,6,0.21179581202430342,0.21179581202430342,0.21179581202430342,0.21179581202430342,0.21179581202430342,0.21179581202430342,0.21179581202430342,0.21179581202430342,0.21179581202430342,0.21179581202430342,0.21179581202430342,0.21179581202430342,0.21179581202430342,0.5952393597020587
rastrigin,simple random,2,6,0.8769269150507853,0.8769269150507853,0.8769269150507853,0.8769269150507853,0.8769269150507853,0.8769269150507853,0.8769269150507853,0.8769269150507853,0.8769269150507853,0.8769269150507853,0.8769269150507853,0.8769269150507853,0.8769269150507853,0.11671461830262726
rastrigin,simple random,2,6,0.44938707869141337,0.44938707869141337,0.44938707869141337,0.44938707869141337,0.44938707869141337,0.44938707869141337,0.44938707869141337,0.44938707869141337,0.44938707869141337,0.44938707869141337,0.44938707869141337,0.44938707869141337,0.44938707869141337,0.33261519099691933
rastrigin,simple random,2,6,0.07711121242190493,0.07711121242190493,0.07711121242190493,0.07711121242190493,0.07711121242190493,0.07711121242190493,0.07711121242190493,0.07711121242190493,0.07711121242190493,0.07711121242190493,0.07711121242190493,0.07711121242190493,0.07711121242190493,0.8278832608229845
rastrigin,simple random,2,6,0.23437098227444939,0.23437098227444939,0.23437098227444939,0.23437098227444939,0.23437098227444939,0.23437098227444939,0.23437098227444939,0.23437098227444939,0.23437098227444939,0.23437098227444939,0.23437098227444939,0.23437098227444939,0.23437098227444939,0.5632175479245053
rastrigin,simple random,2,6,0.37918007304724094,0.37918007304724094,0.37918007304724094,0.37918007304724094,0.37918007304724094,0.37918007304724094,0.37918007304724094,0.37918007304724094,0.37918007304724094,0.37918007304724094,0.37918007304724094,0.37918007304724094,0.37918007304724094,0.39502836773978395
rastrigin,simple random,2,6,0.5593733396309456,0.5593733396309456,0.5593733396309456,0.5593733396309456,0.5593733396309456,0.5593733396309456,0.5593733396309456,0.5593733396309456,0.5593733396309456,0.5593733396309456,0.5593733396309456,0.5593733396309456,0.5593733396309456,0.25406141297753404
rastrigin,simple random,2,6,0.03074802263339798,0.03074802263339798,0.03074802263339798,0.03074802263339798,0.03074802263339798,0.03074802263339798,0.03074802263339798,0.03074802263339798,0.03074802263339798,0.03074802263339798,0.03074802263339798,0.03074802263339798,0.03074802263339798,0.9274494697381044
rastrigin,simple random,2,6,0.24220462001752663,0.24220462001752663,0.24220462001752663,0.24220462001752663,0.24220462001752663,0.24220462001752663,0.24220462001752663,0.24220462001752663,0.24220462001752663,0.24220462001752663,0.24220462001752663,0.24220462001752663,0.24220462001752663,0.5525133227050627
rastrigin,simple random,2,6,0.22918939209340283,0.22918939209340283,0.22918939209340283,0.22918939209340283,0.22918939209340283,0.22918939209340283,0.22918939209340283,0.22918939209340283,0.22918939209340283,0.22918939209340283,0.22918939209340283,0.22918939209340283,0.22918939209340283,0.5704116047888587
rastrigin,simple random,2,6,0.8896256981403826,0.8896256981403826,0.8896256981403826,0.8896256981403826,0.8896256981403826,0.8896256981403826,0.8896256981403826,0.8896256981403826,0.8896256981403826,0.8896256981403826,0.8896256981403826,0.8896256981403826,0.8896256981403826,0.1131400301581427
rastrigin,simple random,2,6,0.4308752117189478,0.4308752117189478,0.4308752117189478,0.4308752117189478,0.4308752117189478,0.4308752117189478,0.4308752117189478,0.4308752117189478,0.4308752117189478,0.4308752117189478,0.4308752117189478,0.4308752117189478,0.4308752117189478,0.3480446817817682
rastrigin,simple random,2,6,0.06526590456363807,0.06526590456363807,0.06526590456363807,0.06526590456363807,0.06526590456363807,0.06526590456363807,0.06526590456363807,0.06526590456363807,0.06526590456363807,0.06526590456363807,0.06526590456363807,0.06526590456363807,0.06526590456363807,0.8522561397862488
rastrigin,simple random,2,6,0.22429581847284527,0.22429581847284527,0.22429581847284527,0.22429581847284527,0.22429581847284527,0.22429581847284527,0.22429581847284527,0.22429581847284527,0.22429581847284527,0.22429581847284527,0.22429581847284527,0.22429581847284527,0.22429581847284527,0.5772901341524944
rastrigin,simple random,2,6,0.4352149404209881,0.4352149404209881,0.4352149404209881,0.4352149404209881,0.4352149404209881,0.4352149404209881,0.4352149404209881,0.4352149404209881,0.4352149404209881,0.4352149404209881,0.4352149404209881,0.4352149404209881,0.4352149404209881,0.3443645196600229
rastrigin,simple random,2,6,2.531113586534693,2.531113586534693,2.531113586534693,2.531113586534693,2.531113586534693,2.531113586534693,2.531113586534693,2.531113586534693,2.531113586534693,2.531113586534693,2.531113586534693,2.531113586534693,2.531113586534693,0.002029558965238131
rastrigin,simple random,2,6,0.02991653740374322,0.02991653740374322,0.02991653740374322,0.02991653740374322,0.02991653740374322,0.02991653740374322,0.02991653740374322,0.02991653740374322,0.02991653740374322,0.02991653740374322,0.02991653740374322,0.02991653740374322,0.02991653740374322,0.9293403444918635
rastrigin,simple random,2,6,0.6304529863224174,0.6304529863224174,0.6304529863224174,0.6304529863224174,0.6304529863224174,0.6304529863224174,0.6304529863224174,0.6304529863224174,0.6304529863224174,0.6304529863224174,0.6304529863224174,0.6304529863224174,0.6304529863224174,0.21346377703575392
rastrigin,simple random,2,6,0.12739114977273303,0.12739114977273303,0.12739114977273303,0.12739114977273303,0.12739114977273303,0.12739114977273303,0.12739114977273303,0.12739114977273303,0.12739114977273303,0.12739114977273303,0.12739114977273303,0.12739114977273303,0.12739114977273303,0.731949823362225
rastrigin,simple random,2,6,0.24393188605120159,0.24393188605120159,0.24393188605120159,0.24393188605120159,0.24393188605120159,0.24393188605120159,0.24393188605120159,0.24393188605120159,0.24393188605120159,0.24393188605120159,0.24393188605120159,0.24393188605120159,0.24393188605120159,0.5501806210161421
rastrigin,simple random,2,6,0.4593618263359967,0.4593618263359967,0.4593618263359967,0.4593618263359967,0.4593618263359967,0.4593618263359967,0.4593618263359967,0.4593618263359967,0.4593618263359967,0.4593618263359967,0.4593618263359967,0.4593618263359967,0.4593618263359967,0.3245868676201094
rastrigin,simple random,2,6,0.37696777985787017,0.37696777985787017,0.37696777985787017,0.37696777985787017,0.37696777985787017,0.37696777985787017,0.37696777985787017,0.37696777985787017,0.37696777985787017,0.37696777985787017,0.37696777985787017,0.37696777985787017,0.37696777985787017,0.39717483289042127
rastrigin,simple random,2,6,0.08671315681305775,0.08671315681305775,0.08671315681305775,0.08671315681305775,0.08671315681305775,0.08671315681305775,0.08671315681305775,0.08671315681305775,0.08671315681305775,0.08671315681305775,0.08671315681305775,0.08671315681305775,0.08671315681305775,0.8086387600359113
rastrigin,simple random,2,6,0.5250166179778563,0.5250166179778563,0.5250166179778563,0.5250166179778563,0.5250166179778563,0.5250166179778563,0.5250166179778563,0.5250166179778563,0.5250166179778563,0.5250166179778563,0.5250166179778563,0.5250166179778563,0.5250166179778563,0.2763677643974128
rastrigin,simple random,2,6,0.6058249441636776,0.6058249441636776,0.6058249441636776,0.6058249441636776,0.6058249441636776,0.6058249441636776,0.6058249441636776,0.6058249441636776,0.6058249441636776,0.6058249441636776,0.6058249441636776,0.6058249441636776,0.6058249441636776,0.22673757519680812
rastrigin,simple random,2,6,0.4407211761696878,0.4407211761696878,0.4407211761696878,0.4407211761696878,0.4407211761696878,0.4407211761696878,0.4407211761696878,0.4407211761696878,0.4407211761696878,0.4407211761696878,0.4407211761696878,0.4407211761696878,0.4407211761696878,0.33975109586399793
rastrigin,simple random,2,6,0.41255214751956787,0.41255214751956787,0.41255214751956787,0.41255214751956787,0.41255214751956787,0.41255214751956787,0.41255214751956787,0.41255214751956787,0.41255214751956787,0.41255214751956787,0.41255214751956787,0.41255214751956787,0.41255214751956787,0.3640215340153718
rastrigin,simple random,2,6,0.07530221876836377,0.07530221876836377,0.07530221876836377,0.07530221876836377,0.07530221876836377,0.07530221876836377,0.07530221876836377,0.07530221876836377,0.07530221876836377,0.07530221876836377,0.07530221876836377,0.07530221876836377,0.07530221876836377,0.8315598434349804
rastrigin,simple random,2,6,0.5163791479843526,0.5163791479843526,0.5163791479843526,0.5163791479843526,0.5163791479843526,0.5163791479843526,0.5163791479843526,0.5163791479843526,0.5163791479843526,0.5163791479843526,0.5163791479843526,0.5163791479843526,0.5163791479843526,0.2822772806615822
rastrigin,simple random,2,6,0.13786995861993706,0.13786995861993706,0.13786995861993706,0.13786995861993706,0.13786995861993706,0.13786995861993706,0.13786995861993706,0.13786995861993706,0.13786995861993706,0.13786995861993706,0.13786995861993706,0.13786995861993706,0.13786995861993706,0.713401395825444
rastrigin,simple random,2,6,0.3106345833623876,0.3106345833623876,0.3106345833623876,0.3106345833623876,0.3106345833623876,0.3106345833623876,0.3106345833623876,0.3106345833623876,0.3106345833623876,0.3106345833623876,0.3106345833623876,0.3106345833623876,0.3106345833623876,0.46724748010258005
rastrigin,simple random,2,6,1.7694359872430165,1.7694359872430165,1.7694359872430165,1.7694359872430165,1.7694359872430165,1.7694359872430165,1.7694359872430165,1.7694359872430165,1.7694359872430165,1.7694359872430165,1.7694359872430165,1.7694359872430165,1.7694359872430165,0.013112159131835076
rastrigin,simple random,2,6,0.5583138518465925,0.5583138518465925,0.5583138518465925,0.5583138518465925,0.5583138518465925,0.5583138518465925,0.5583138518465925,0.5583138518465925,0.5583138518465925,0.5583138518465925,0.5583138518465925,0.5583138518465925,0.5583138518465925,0.25472161059306064
rastrigin,simple random,2,6,0.11595502816170737,0.11595502816170737,0.11595502816170737,0.11595502816170737,0.11595502816170737,0.11595502816170737,0.11595502816170737,0.11595502816170737,0.11595502816170737,0.11595502816170737,0.11595502816170737,0.11595502816170737,0.11595502816170737,0.7527435711766591
rastrigin,simple random,2,6,1.7379670650826367,1.7379670650826367,1.7379670650826367,1.7379670650826367,1.7379670650826367,1.7379670650826367,1.7379670650826367,1.7379670650826367,1.7379670650826367,1.7379670650826367,1.7379670650826367,1.7379670650826367,1.7379670650826367,0.01416285623969347
